-6.6915992,2.9511663
-5.868017699999999,0.8922132600000001
-4.8728568999999995,-0.3774747399999998
-4.7012775,-1.3383196999999998
-4.3581183999999995,-3.1913777
-3.7061165999999997,-4.7012778
-2.0932693999999996,-5.7993858
-0.4461063599999997,-6.4857038
-3.0541146999999995,-6.9661257999999995
-4.220854999999999,-7.3779167999999995
-5.2160158999999995,-8.476025799999999
-5.868017699999999,-9.814345399999999
-6.005281399999999,-11.152664999999999
-5.936649399999999,-12.490984999999998
-5.181699699999999,-12.353720999999998
-3.2943257999999993,-11.530139999999998
-1.6471633999999993,-10.569294999999997
-0.48042235999999927,-9.574134099999997
-0.10294735999999927,-8.235813799999997
-0.17157735999999926,-6.657283799999997
0.8235836400000007,-8.201498799999998
2.9168522000000006,-9.059395799999997
0.8922146400000006,-8.098550799999998
0.10294964000000062,-6.657283799999998
1.7157966000000004,-6.314124799999998
3.0884322000000006,-5.318963799999999
4.1865402000000005,-3.637484799999999
4.9071742,-1.1324246999999987
5.6278082000000005,0.5833702600000013
6.6229692,2.161901300000001
7.1377072,3.9120113000000014
7.069077200000001,5.456227300000002
6.039600200000001,7.412232300000002
4.6326492,8.578973300000001
2.5393792000000004,9.162343300000002
0.20589864000000047,9.436869300000001
-2.4021123999999996,9.2996063
-4.8728568999999995,8.270131300000001
-6.485703899999999,6.691599300000001
-7.000442199999999,4.564013300000001
